Date	Computer	Client	Project	Minutes	Ticket	Message
Fri 01 Aug 16:21	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated Maiass pipeline logic;   - feat: Added line to pause execution in handleMergeToDevelop function
Fri 01 Aug 16:51	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactor input utility methods;   - refactor: moved getSingleCharInput and getMultiLineInput to input-utils.js;   - fix: autoformatted user prompts for increased visibility ;   - refactor: cleaned up manage input methods in commit.js;   - refactor: removed color formatting from prompt calling methods in maiass-pipeline.js
Fri 01 Aug 17:02	enigma	vsmash		maiass	MAI-7	?	MAI-7 Improved commit and pipeline handling;   - feat: display git status in detailed format;   - feat: enhanced handling for unstaged/untracked changes;   - fix(lib): improved messaging and error handling for different commit states;   - feat: added conditionals to handle commit workflow cancellation and uncommitted changes in pipeline mode ;   - feat: included additional exit points in various commit/pipeline stages;   - feat: handle clean working directory state check after commit workflow
Fri 01 Aug 17:05	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactored pipeline.js logic and improved debugging;   - feat: added condition to handle user-cancelled merges gracefully in runMaiassPipeline function;   - refactor: replaced console.debug with logger.debug for better logging in branchExists function
Fri 01 Aug 17:06	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 17:06	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.27 into develop
Fri 01 Aug 17:14	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactor configuration handling;   - refactor: revised parameter order in  in  to include global option;   - feat: added  option in  in  to allow global key value setting;   - feat: updated  in  to use  method for determining the config path based on  option
Fri 01 Aug 17:15	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 17:15	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.28 into develop
Fri 01 Aug 17:18	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactor log handling in version-manager;   - refactor: replaced console.log with logger.debug for .env.maiass content display
Fri 01 Aug 17:24	enigma	vsmash		maiass	MAI-7	?	MAI-7 Enhancements to Logging and Error Management in the MAIASS system;   - feat: implemented a debug buffer system for logging sessions in logger.js;   - feat: added methods to initialize a debugging session, add entries to the buffer and retrieve it;   - feat: ability to write debug content to a temporary file;   - feat: ability to retrieve current debug session info in logger.js;   - refactor: enhanced error logging in logger.js to include debug buffer;   - feat: added logging side-effect to executeGitCommand() in maiass-pipeline.js for better output tracking;   - feat: improved error management in executeGitCommand() function;   - feat: debug information are now written to a file when there's an error
Fri 01 Aug 17:30	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated default parameter in executeGitCommand function;   - refactor: changed silent's default value from false to 'pipe' in executeGitCommand
Fri 01 Aug 17:30	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 17:30	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.29 into develop
Fri 01 Aug 17:36	enigma	vsmash		maiass	MAI-7	?	MAI-7 Improved git command handling and added debug verbosity;   - fix: changed default silent parameter value in executeGitCommand function;   - feat: added function to display git push command under debug verbosity;   - refactor: adjusted conditional check within handleStagedCommit function
Fri 01 Aug 17:37	enigma	vsmash		maiass	MAI-7	?	MAI-7 Simplified debug check in handleStagedCommit function;   - fix(lib): remove unnecessary condition from debug check
Fri 01 Aug 17:41	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactor commit handler;   - refactor(lib): removed verbosity check in handleStagedCommit function
Fri 01 Aug 17:41	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 17:41	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.30 into develop
Fri 01 Aug 18:49	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated version tagging workflow;   - feat: added options for version bump and tagcreation in handleMergeToDevelop;   - feat: added functionality to decide tagging strategy;   - feat: Split release handling into simple bump and full release branch workflow;   - feat: Simple bump updates version and skips release branch and tagging;   - feat: Full release workflow includes release branch creation and tagging;   - feat: Updated return message with workflow used;   - fix: Made failure messages in git operations more consistent;   - chore: Removed redundant and commented out code sections.;   - style: Cleaned up logging and commenting for readability improvement
Fri 01 Aug 18:50	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 18:50	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 18:50	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.32 into develop
Fri 01 Aug 19:13	enigma	vsmash		maiass	MAI-7	?	MAI-7 Improved handling of commit logs;   - refactor: updated condition for executing changelog commits processing;   - feat: added proceed action when no commits are found;   - refactor: modified commit processing only to execute if commits exist;   - feat: added version bump fallback for change logs with no commits;   - refactor: unified fallback to version bump when no changelogs are found;   - feat: added tool's capability to create version bump entry for internal changelog
Fri 01 Aug 19:13	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:13	enigma	vsmash		maiass	MAI-7	?	Merged release/1.0.33 into develop
Fri 01 Aug 19:13	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:15	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:15	enigma	vsmash		maiass	MAI-7	?	Merged release/1.1.0 into develop
Fri 01 Aug 19:19	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated warning messages and handling for empty commits;   - fix: revised 'No relevant commits found for changelog' behavior to skip changelog update;   - fix: changed treatment for absent internal changelog commits from version bump entry to skipping update;   - style: moved formattedCommits definition closer to its usage in updateInternalChangelog function
Fri 01 Aug 19:19	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:24	enigma	vsmash		maiass	MAI-7	?	MAI-7 Improved Maiass pipeline logging and branch handling;   - refactor: replaced logger with log in Maiass pipeline;   - feat: added cache for finalBranch and originalBranch to avoid repeating git calls;   - feat: included logging for final branch after attempted switch;   - refactor: encapsulated debug file writing logic within try-catch block to prevent blocking of pipeline completion
Fri 01 Aug 19:24	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:28	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactored changelog update logic;   - feat: Added conditional logic for updating changelog regardless of relevant commits;   - refactor: Reconfigured message formatting of commit messages;   - fix: Adjusted logic for handling of internal changelogs
Fri 01 Aug 19:28	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:29	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated Changelog and Warning Messages;   - docs: revised Changelog for version 1.1.3;   - fix: updated warning messages and skip behavior for empty commits
Fri 01 Aug 19:29	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:33	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refined changelog update process;   - fix: made log warnings more precise about changelog updates when no commits present;   - refactor: modified changelog generation process to add formatted commits selectively;   - refactor: mirrored these changes for updateInternalChangelog function as well
Fri 01 Aug 19:33	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:34	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated Changelog and Behavior Fixes;   - docs: updated CHANGELOG.md content ;   - fix: revised behavior for empty commits in changelog ;   - fix: adjusted treatment for absent internal changelog commits
Fri 01 Aug 19:34	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:41	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated maiass-pipeline.js to improve git commit handling;   - feat: modified method of acquiring latest git tag;   - feat: introduced fallback for no git tags to get all commits;   - feat: added filtering logic to exclude empty commit message lines;   - refactor: removed default 'Version bump' for lack of formatted commits;   - refactor: improved git logs command flexibility for main and internal changelogs;   - refactor: replaced hardcoded last tag with dynamically fetched git tag
Fri 01 Aug 19:41	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:42	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:44	enigma	vsmash		maiass	MAI-7	?	MAI-7 Update Changelog file;   - fix: revised 'No relevant commits found for changelog' behavior;   - fix: updated treatment for absence of internal changelog commits from version bump entry;   - style: relocated formattedCommits definition in updateInternalChangelog function;   - remove: deleted 'Version bump' line
Fri 01 Aug 19:51	enigma	vsmash		maiass	MAI-7	?	MAI-7 Improved command line user input handling and commit message suggestion;   - feat: added handling for invalid user inputs during commit message creation;   - refactor: improved visibility of user prompts and data handling during single character input collection;   - fix: resolve process exiting prematurely by maintaining original raw mode state during input collection
Fri 01 Aug 19:51	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:53	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:54	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:54	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.0 into develop
Fri 01 Aug 19:56	enigma	vsmash		maiass	MAI-7	?	MAI-7 Update internal CHANGELOG file;   - refactor: renamed CHANGELOG_internal.md to CHANGELOG_internal_bak.md
Fri 01 Aug 19:56	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 19:58	enigma	vsmash		maiass	MAI-7	?	MAI-7 Stop creating new internal changelog if not existent;   - refactor: removed CHANGELOG_internal.md;   - refactor(maiass-pipeline): stopped creating new internal changelog if it doesn't exist
Fri 01 Aug 19:58	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:00	enigma	vsmash		maiass	MAI-7	?	MAI-7 Renamed internal changelog file;   - refactor: renamed CHANGELOG_internal_bak.md to CHANGELOG_internal.md
Fri 01 Aug 20:01	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:04	enigma	vsmash		maiass	no-ticket	?	Removed unneeded test files;   - feat: Deleted test-credit-display.js;   - feat: Deleted test-file.txt;   - feat: Removed test-install.sh;   - feat: Erased test.env
Fri 01 Aug 20:04	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Fri 01 Aug 20:18	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated package building and release script;   - feat: added .pkgignore to exclude development files from builds;   - feat(package.json): included relevant files to assets in package.json;   - fix(scripts): removed premature exit command from create-release.sh
Fri 01 Aug 20:18	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:18	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.5 into develop
Fri 01 Aug 20:47	enigma	vsmash		maiass	MAI-7	?	MAI-7 Added .DS_Store to .pkgignore;   - feat: ignore .DS_Store files in packaging
Fri 01 Aug 20:47	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:47	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.6 into develop
Fri 01 Aug 20:52	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated script files; - fix(build.js): corrected project name in build script; - feat(.pkgignore): added scripts/ path to package ignore list
Fri 01 Aug 20:52	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:52	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.7 into develop
Fri 01 Aug 20:57	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactoring build process and release script;   - feat(build.js): mapped targets to output filenames;   - feat(build.js): improved build directory check and cleanup;   - fix(package.json): removed unused scripts in pkg section;   - feat(scripts/create-release.sh): refactored release binaries copy process;   - fix(scripts/create-release.sh): updated chmod and shasum commands to match new filenames;   - cleanup(scripts/create-release.sh): removed unnecessary comments and conditions
Fri 01 Aug 20:57	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 20:57	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.8 into develop
Fri 01 Aug 21:07	enigma	vsmash		maiass	MAI-7	?	MAI-7 Refactoring script and file names;   - refactor: updated output file names in build.js;   - refactor: modify repo path in create-release.sh;   - refactor: adjusted names when copying binaries in create-release.sh;   - refactor: changed executable file names in create-release.sh
Fri 01 Aug 21:07	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 21:07	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.9 into develop
Fri 01 Aug 21:14	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated release script for additional platforms;   - feat: Added support for MacOS ARM64 in release script;   - feat: Added support for Linux ARM64 in release script;   - feat: Added support for Windows ARM64 in release script
Fri 01 Aug 21:14	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 21:14	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.10 into develop
Fri 01 Aug 21:35	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated GitHub actions and documentation for cross-platform release;   - feat: updated filenames from "maiass" to "maiass" in copying & renaming step;   - feat: added executable permissions for "maiass" binaries;   - feat: updated shasum command from "maiass" to "maiass";   - fix: revised tag name message format in echo command logic;   - fix: changed value of name from "MAIASS" to "maiass" in release action;   - docs: updated references from "maiass" to "maiass" in description and download links;   - feat: added references to maiass-linux-arm64 and maiass-windows-arm64.exe in release files
Fri 01 Aug 21:35	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Fri 01 Aug 21:35	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.11 into develop
Fri 01 Aug 21:43	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated script and test files to reflect name change of main script;   - refactor: Updated name of CLI script from "maiassnode" to "maiass";   - refactor: Revised file directories in scripts and tests to reflect new script name;   - docs: Updated documentation for script usage and module interactions based on new name
Sat 02 Aug 05:51	enigma	vsmash		maiass	MAI-7	?	MAI-7 Set release ignore rules, enhance release and pkgignore files;   - feat: created .gitattributes to manage release ignoring rules;   - docs(release.yml): added note for using binary downloads not source code archives;   - feat(.pkgignore): added more rules to pkgignore;   - docs(RELEASE_TEMPLATE.md): updated version numbers, added Linux ARM64 support and repeated note about binary downloads
Sat 02 Aug 05:51	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Sat 02 Aug 05:51	enigma	vsmash		maiass	MAI-7	?	Merged release/1.2.12 into develop
Sat 02 Aug 06:41	enigma	vsmash		maiass	MAI-7	?	MAI-7 Project Maintenance and Improvement;   - feat: Added GPL-3.0-only license;   - fix: Adjusted package version according to recent changes;   - feat: Added new Modular AI-Augmented Semantic Scribe feature to the project;   - doc: Overhauled README with updated descriptions and examples;   - fix: Updated brew configuration to correctly tap into maiass instead of nodemaiass;   - refactor: Deleted old maiassnode.rb file;   - feat: Modified Homebrew setup script to accommodate updates;   - doc: Ignored additional files (HOMEBREW_TAP_SETUP.md, script creations) on .pkgignore;   - doc: Copied updated maiass.rb Homebrew formula to homebrew
Sat 02 Aug 06:41	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Sat 02 Aug 06:41	enigma	vsmash		maiass	MAI-7	?	Merged release/5.2.5 into develop
Sat 02 Aug 08:06	enigma	vsmash		maiass	MAI-7	?	MAI-7 Updated feature name and implemented version update checker;   - refactor: Changed feature name from 'AI-Assisted Semantic Savant' to 'AI-Augmented Semantic Scribe';   - fix: Adjusted associated references in documentation and code for the new feature name;   - feat: Added functionality to check for version updates from the GitHub releases;   - fix: Updated brew configuration to correctly define augmented semantic scribe;   - feat: Updated package.json with new version and adjusted description.
Sat 02 Aug 08:06	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Sat 02 Aug 08:06	enigma	vsmash		maiass	MAI-7	?	Merged release/5.2.6 into develop
Sat 02 Aug 09:42	enigma	vsmash		maiass	MAI-7	?	MAI-7 Update MAIASS homebrew formula and script;   - fix: update maiass sha256 checksum in homebrew formula;   - refactor: remove superfluous 'v' from download URLs in homebrew formula and shells script
Sat 02 Aug 09:42	enigma	vsmash		maiass	MAI-7	?	Merged feature/MAI-7_node_packaging into develop
Sat 02 Aug 09:42	enigma	vsmash		maiass	MAI-7	?	Merged release/5.2.7 into develop
Sat 02 Aug 09:54	enigma	vsmash		maiass	no-ticket	?	Update Maiass formula and related scripts;   - feat: updated Maiass version in brew formula to 5.2.7;   - fix: remodeled URL structure in Maiass formula and creation script;   - feat: added new symlink names for main MAIASS tool;   - fix: streamlined 'create-homebrew-formula.sh' layout;   - fix: updated URL patterns in 'create-release.sh' removing v from version tag
Sat 02 Aug 09:54	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 09:54	enigma	vsmash		maiass	no-ticket	?	Merged release/5.2.8 into develop
Sat 02 Aug 10:46	enigma	vsmash		maiass	no-ticket	?	Updated .gitignore and removed unused Formula file;   - feat: added 'Formula/maiass.rb' to .gitignore ;   - fix: deleted unused 'Formula/maiass.rb' file
Sat 02 Aug 10:46	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 10:46	enigma	vsmash		maiass	no-ticket	?	Merged release/5.2.9 into develop
Sat 02 Aug 11:35	enigma	vsmash		maiass	no-ticket	?	Updated code signing for macOS and Windows binaries;   - feat: added certificate files to .gitignore;   - feat: added code signing for .exe files in build.js;   - docs: created new detailed documents on code signing for both platforms;   - feat: added new scripts for code signing and signature verification for individual binaries
Sat 02 Aug 11:35	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 11:36	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.0 into develop
Sat 02 Aug 11:53	enigma	vsmash		maiass	no-ticket	?	Updated script for Homebrew formula creation and added binary file for testing;   - refactor(scripts): change process for retrieving SHA256 hashes in Homebrew script;   - feat: added new test binary file
Sat 02 Aug 12:00	enigma	vsmash		maiass	MAI-8	?	MAI-8 Updated maiass.sh and nodemaiass.sh scripts;   - fix: updated node command to use .cjs modules in maiass.sh and nodemaiass.sh scripts
Sat 02 Aug 12:01	enigma	vsmash		maiass	MAI-8	?	Merged deploy/MAI-8_node_issues into develop
Sat 02 Aug 12:01	enigma	vsmash		maiass	MAI-8	?	Merged release/5.3.1 into develop
Sat 02 Aug 12:04	enigma	vsmash		maiass	MAI-8	?	Merged deploy/MAI-8_node_issues into develop
Sat 02 Aug 12:05	enigma	vsmash		maiass	MAI-8	?	Merged release/5.3.2 into develop
Sat 02 Aug 12:13	enigma	vsmash		maiass	no-ticket	?	Updated binary hashing in Homebrew formula creation;   - feat: updated script to download and hash binaries from actual GitHub release;   - fix: improved error handling if binary download fails;   - refactor: clarity improvements to status and error messages
Sat 02 Aug 12:13	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 12:13	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.3 into develop
Sat 02 Aug 12:27	enigma	vsmash		maiass	no-ticket	?	Upgrade to release process and checksum generation;   - feat: added new checksums for various platforms in checksums.txt;   - fix(scripts): revised create-homebrew-formula.sh to prefer x64 over intel;   - fix(scripts): amended copy command in create-release.sh from "maiass-macos-intel" to "maiass-macos-x64";   - feat(scripts): incorporated code signature verification in create-release.sh for macOS binaries
Sat 02 Aug 12:27	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 12:27	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.4 into develop
Sat 02 Aug 13:10	enigma	vsmash		maiass	no-ticket	?	Improved code signing and binary hashing;   - feat(scripts): added advanced options to code signing in codesign.sh;   - feat(scripts): added Gatekeeper assessment to code signing in codesign.sh;   - refactor(scripts): changed binary hashing to archive hashing in create-homebrew-formula.sh;   - refactor(scripts): changed binary links to archive links in create-homebrew-formula.sh;   - feat(scripts): added binary archiving in create-release.sh;   - feat(scripts): added Gatekeeper assessment in create-release.sh;   - refactor(scripts): added archive hashing in create-release.sh;   - docs(scripts): updated next steps instructions in create-release.sh
Sat 02 Aug 13:10	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 13:10	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.5 into develop
Sat 02 Aug 13:20	enigma	vsmash		maiass	no-ticket	?	Updated release process and scripts;   - feat: added code signing for macOS binaries in release.yml;   - refactor: modified release asset creation to include signature-preserving archives;   - refactor: updated instructions and details in release descriptors;   - feat: added quick-release.sh for building, signing, and uploading;   - feat: added release-and-deploy.sh for complete automated release process, including Homebrew update.
Sat 02 Aug 13:20	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 13:20	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.6 into develop
Sat 02 Aug 14:58	enigma	vsmash		maiass	no-ticket	?	Update dependencies and configurations  ;   - chore: upgraded package version from 0.7.1 to 5.3.6;   - chore: switched maiass bin from .mjs to .cjs;   - chore: added nexe as a devDependency;   - chore: added several new devDependencies including webpack and ajv packages
Sat 02 Aug 14:59	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 14:59	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.7 into develop
Sat 02 Aug 15:10	enigma	vsmash		maiass	no-ticket	?	Refactored build scripts for standalone file usage;   - refactor: updated package.json to use  for , , and  input;   - refactor: removed unused > pkg@5.8.1
> Error! Entry file/directory is expected
  Pass --help to see usage information scripts and assets configuration in package.json;   - refactor: altered  to require  for PKG and Nexe builds;   - refactor: removed platform loop in  and built for each specific platform with updated standalone references;   - refactor: adjusted Bun build process in  to handle standalone file and renamed platform outputs
Sat 02 Aug 15:10	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 15:10	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.8 into develop
Sat 02 Aug 15:15	enigma	vsmash		maiass	no-ticket	?	Improve build scripts for reliability and flexibility;   - refactor(advanced-build.sh): disabled nexe builds due to incompatibilities;   - refactor(release-and-deploy.sh): updated to use Bun-built binaries when available;   - fallback(release-and-deploy.sh): added PKG-built binaries as a secondary option;   - feat(release-and-deploy.sh): implemented error handling for missing binaries
Sat 02 Aug 15:16	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 15:16	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.9 into develop
Sat 02 Aug 15:54	enigma	vsmash		maiass	no-ticket	?	Update release process and checksums; ;   - chore: updated checksums for all platform binaries;   - feat: added preparation step for binary code signing;   - refactor: modified script to prioritize signed binaries for release
Sat 02 Aug 15:54	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sat 02 Aug 15:55	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.10 into develop
Sun 03 Aug 11:04	enigma	vsmash		maiass	no-ticket	?	Introduce R2 deployment and improve .gitignore;   - feat: created  for example environment variables;   - feat: added new Homebrew formula file ;   - feat: implemented  for standalone Node.js execution;   - feat: added  for deploying release binaries to Cloudflare R2;   - fix: removed obsolete checksum files from  and ;   - fix: updated  to use R2 URLs, preserving signatures;   - docs: updated development documentation with build and release workflows;   - chore: updated  to
Sun 03 Aug 11:05	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:05	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.12 into develop
Sun 03 Aug 11:10	enigma	vsmash		maiass	no-ticket	?	Add MAIASS script documentation and environment variable setup;   - docs: created README in scripts directory detailing all MAIASS scripts;   - chore: added GITHUB_TOKEN entry to .dev.vars.example;   - feat(release): incorporated .dev.vars loading in release-and-deploy.sh to auto-source env variables
Sun 03 Aug 11:11	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:11	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.13 into develop
Sun 03 Aug 11:26	enigma	vsmash		maiass	no-ticket	?	Remove 'v' prefix from version URLs and messages;   - refactor: standardized version URLs by removing 'v' prefix;   - fix: adjusted GitHub release commands to not include 'v' prefix;   - chore: ensured correct versioning in R2 and GitHub communication;   - fix: corrected file permissions for copied binaries;   - chore: added copying of .exe files to build directory
Sun 03 Aug 11:27	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:27	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.14 into develop
Sun 03 Aug 11:31	enigma	vsmash		maiass	no-ticket	?	Handle Windows binary copy conditional in release script;   - feat: added conditional checks before copying maiass-windows-x64.exe;   - refactor: removed redundant zip creation for maiass-windows-arm64.exe;   - chore: updated archive and checksum script segment for Windows executables
Sun 03 Aug 11:31	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:31	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.15 into develop
Sun 03 Aug 11:33	enigma	vsmash		maiass	no-ticket	?	fixed permissions issue
Sun 03 Aug 11:33	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:33	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.16 into develop
Sun 03 Aug 11:35	enigma	vsmash		maiass	no-ticket	?	more permissions fix
Sun 03 Aug 11:35	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 11:35	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.17 into develop
Sun 03 Aug 12:06	enigma	vsmash		maiass	no-ticket	?	Merged main into develop
Sun 03 Aug 12:06	enigma	vsmash		maiass	no-ticket	?	Merged release/5.3.18 into develop
Mon 11 Aug 08:52	enigma	vsmash		nodemaiass	DEVOPS-4	?	DEVOPS-4 package installation
Mon 11 Aug 08:52	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged feature/DEVOPS-4_nodepackage into develop
Mon 11 Aug 08:52	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged release/5.3.19 into develop
Mon 11 Aug 09:25	enigma	vsmash		nodemaiass	DEVOPS-4	?	DEVOPS-4 added setup
Mon 11 Aug 09:25	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged feature/DEVOPS-4_nodepackage into develop
Mon 11 Aug 09:44	enigma	vsmash		nodemaiass	DEVOPS-4	?	DEVOPS-4 removed single quotes from set upstream origin
Mon 11 Aug 09:44	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged feature/DEVOPS-4_nodepackage into develop
Mon 11 Aug 09:45	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged release/5.3.21 into develop
Mon 11 Aug 10:00	enigma	vsmash		nodemaiass	DEVOPS-4	?	DEVOPS-4 more changes
Mon 11 Aug 10:00	enigma	vsmash		nodemaiass	DEVOPS-4	?	Merged feature/DEVOPS-4_nodepackage into develop
Sun 14 Sep 08:20	enigma	vsmash		nodemaiass	MAI-8	?	MAI-8 added stuff
Sun 14 Sep 08:20	enigma	vsmash		nodemaiass	MAI-8	?	Merged osx/MAI-8_how_broken_is_it into develop
Sun 23 Nov 08:51	ashwubbery.local	nodemaiass		MAI	MAI-8	?	MAI-8 Updated MAIASS project with key changes; 	- fix(docs): updated file paths in .windsurf; 	- feat: added maiass.log and .env.maiass.bak to .gitignore; 	- refactor: replaced "openai" with "maiass" in README.md and other documents; 	- refactor: changed "masterbranch" references to "mainbranch" throughout the project; 	- fix(docs): updated API token validation information in README.maiass.md; 	- fix(docs): updated branch classification method description in api.md; 	- fix: updated MAIASS_AI_TOKEN description in configuration variable definitions
